"hsa","obsratewm100k","obsratebm100k","femhh","popdens","pctblack","pcthispan","dthswm","obslnrwm","predlnrwm","residwm","dthsbm","obslnrbm","predlnrbm","residbm","predratewm100k","smpredratewm100k","predratebm100k","urbanRural","BM15-24","WM15-24"
310,2.21,0.1,6,52.6,0.6641162482,0.3690418433,1,-10.7217,-10.1574,-0.5642,0,-13.8155,-12.8028,-1.0127,3.88,4.47151,0.28,6.47,850,47480
311,3.88,0.1,6.8,83.3,3.1661015921,0.62351889,3,-10.1571,-9.0947,-1.0624,0,-13.8155,-11.9543,-1.8612,11.23,5.02601,0.64,3.76,3315,79365
312,10.64,68.83,7.5,195.1,7.5611832238,1.8614541792,12,-9.1485,-9.4714,0.3228,7,-7.2813,-6.3764,-0.9049,7.7,7.70235,170.12,3.87,10185,113880
313,9.64,0.1,5.9,94.3,0.8453659554,0.4714411573,5,-9.2468,-10.2233,0.9765,0,-13.8155,-12.8256,-0.99,3.63,5.44461,0.27,5.56,585,52400
314,0.1,0.1,5.2,17.5,0.227137325,0.2978850164,0,-13.8155,-10.4912,-3.3243,0,-13.8155,-10.3397,-3.4758,2.78,1.626,3.23,8.51,15,7130
315,3.25,0.1,5.6,23,0.056330862,0.3525221689,1,-10.333,-10.7588,0.4258,0,-13.8155,-10.5684,-3.2471,2.13,2.12575,2.57,7.32,40,31705
316,4.15,0.1,7,78.9,2.7675595094,0.254670688,2,-10.0904,-10.7195,0.6291,0,-13.8155,-11.8388,-1.9767,2.21,5.44461,0.72,4.57,1905,49410
317,14.41,0.1,6.4,32.2,1.8844071628,0.5235290618,3,-8.8448,-9.9098,1.0651,0,-13.8155,-9.949,-3.8666,4.97,4.89163,4.78,8.22,350,20960
318,4.72,77.21,7.4,76.9,5.5094844703,0.6821747516,5,-9.9614,-10.3249,0.3634,8,-7.1664,-7.8104,0.644,3.28,3.75777,40.55,4.17,10375,108260
319,5.24,0.1,6.2,42.1,2.4617315806,0.47944489,1,-9.8568,-10.1891,0.3322,0,-13.8155,-13,-0.8155,3.76,3.75777,0.23,5.03,1290,19460
320,3.02,59.8,4.8,216.3,0.8196868588,3.7839993963,3,-10.4078,-10.6636,0.2558,1,-7.4219,-8.7777,1.3558,2.34,2.87578,15.41,2,1675,102755
321,4.74,0.1,6,76.6,0.7083980507,0.3155740736,2,-9.9575,-9.7643,-0.1931,0,-13.8155,-12.39,-1.4255,5.75,6.14062,0.42,4.41,320,43130
322,13.12,230.66,9.1,123.3,12.369252137,4.5427338415,12,-8.939,-9.4972,0.5581,35,-6.072,-6.3974,0.3254,7.51,7.50617,166.59,3.31,15180,92190
323,6.68,105.5,7.3,158.5,4.3052326666,0.8043562042,5,-9.6141,-9.2665,-0.3476,4,-6.8542,-9.3339,2.4797,9.45,6.32447,8.84,3.77,3795,76010
324,4.13,0.1,6.7,59.5,4.0648900415,2.0073040993,1,-10.0935,-11.6537,1.5602,0,-13.8155,-12.3498,-1.4657,0.87,1.87691,0.43,4.76,1965,24785
325,7.64,267.23,9.8,170.6,21.281737474,1.2973394648,7,-9.4799,-9.4733,-0.0066,97,-5.9248,-5.8358,-0.089,7.69,7.68773,292.11,0.75,36310,92875
326,3.41,0.1,6.8,100.2,3.5465913675,1.0111604141,2,-10.2848,-10.4567,0.1719,0,-13.8155,-11.4238,-2.3917,2.88,2.8755,1.09,4.01,2785,60335
327,3.83,131.78,8.4,169.8,11.788975313,1.8706726234,3,-10.1701,-9.401,-0.7692,18,-6.6318,-7.2931,0.6613,8.26,7.70235,68.02,3.28,13670,80435
328,6.79,218.49,10.7,397.5,16.730301429,1.9005318401,10,-9.5974,-9.1286,-0.4688,79,-6.1262,-6.2059,0.0797,10.85,10.85174,201.75,1.85,36175,149465
329,18.73,0.1,5.7,74.5,0.5616785044,0.3069638338,4,-8.583,-9.4347,0.8517,0,-13.8155,-11.3656,-2.4499,7.99,5.67021,1.16,6.3,75,21475
330,0.1,0.1,6.1,86.5,0.7311303444,1.0580218266,0,-13.8155,-11.462,-2.3535,0,-13.8155,-13.0539,-0.7616,1.05,2.87578,0.21,3.82,1490,80920
331,4.8,18.04,7.1,98.2,4.3632395544,0.9256028051,4,-9.9438,-10.2351,0.2914,1,-8.6205,-8.0668,-0.5537,3.59,3.7589,31.38,5.68,5575,85060
332,5.07,0.1,5.2,79.1,0.0912424769,1.3677598217,2,-9.8886,-10.5458,0.6573,0,-13.8155,-11.3,-2.5155,2.63,3.1125,1.24,2.75,60,40200
333,2.65,26.35,7,58.1,6.0708628471,0.8988612929,1,-10.5399,-9.8983,-0.6417,1,-8.2416,-11.1587,2.9171,5.03,5.02601,1.43,4.8,3810,39280
334,4.11,0.1,5.9,50.6,1.2218296836,0.5152601171,1,-10.1002,-10.3304,0.2302,0,-13.8155,-13.159,-0.6565,3.26,3.75777,0.19,6,915,24955
335,0.1,0.1,6.4,42.2,3.573468974,0.7205912165,0,-13.8155,-11.1896,-2.6259,0,-13.8155,-10.8959,-2.9196,1.38,3.75777,1.85,7,865,16270
336,6.97,0.1,5.8,59.8,1.6894772747,2.7143557602,4,-9.5718,-10.6608,1.089,0,-13.8155,-11.0044,-2.8111,2.34,4.52504,1.66,5.14,5160,58255
337,1.68,0.1,8.1,87.2,3.9939016236,0.3733918207,1,-10.9962,-10.0395,-0.9567,0,-13.8155,-11.2535,-2.562,4.36,4.36416,1.3,4.67,3970,63430
338,6.01,51.18,5.8,89.2,3.1219687242,0.8741288149,5,-9.7202,-10.0033,0.2831,2,-7.5775,-8.5668,0.9893,4.53,4.52504,19.03,3.09,3915,84660
339,0.1,0.1,7,94.1,2.1739300371,0.3228454172,0,-13.8155,-11.9052,-1.9103,0,-13.8155,-9.8966,-3.9189,0.68,5.44461,5.03,3.21,970,43710
340,9.22,0.1,6.2,57.5,2.1691260581,0.8936742164,2,-9.2916,-10.8323,1.5407,0,-13.8155,-11.8919,-1.9237,1.98,1.97511,0.68,6.01,915,21930
341,3.18,0.1,6.2,110.6,1.6726305864,0.8726259012,3,-10.3553,-10.8176,0.4623,0,-13.8155,-13.3745,-0.4411,2,5.02601,0.16,4.25,2875,97330
342,11.6,0.1,6.8,72.7,0.9973498522,2.3049742074,7,-9.062,-9.9287,0.8667,0,-13.8155,-13.1049,-0.7107,4.88,4.87551,0.2,4.12,1280,60875
343,5.38,258.04,7.7,73.7,11.527683758,1.7348593379,2,-9.8294,-10.5472,0.7178,15,-5.9598,-6.1908,0.2311,2.63,5.02601,204.82,3.73,5815,37845
344,0.1,0.1,5,140.9,0.136109831,0.7625365728,0,-13.8155,-11.3121,-2.5035,0,-13.8155,-11.9074,-1.9081,1.22,1.22241,0.67,2.99,180,62425
345,7.65,159.23,8.5,361.4,9.8607937786,1.1740126658,14,-9.4788,-9.0799,-0.3988,38,-6.4426,-6.4672,0.0246,11.39,9.28895,155.36,2.2,23880,185535
346,3.27,54.06,7.6,223.6,7.6941934008,0.5600135101,2,-10.3267,-9.7272,-0.5996,3,-7.5229,-8.3449,0.822,5.96,5.9639,23.76,2.78,5560,63000
347,4.17,83.99,6.6,250.3,4.4277117285,0.5513415379,8,-10.0848,-9.7942,-0.2907,10,-7.0822,-7.2874,0.2053,5.58,5.57742,68.41,2.87,11920,196525
348,4.53,82.86,7.9,270.8,7.6266984033,1.4380640682,5,-10.0026,-9.9254,-0.0772,9,-7.0958,-7.4672,0.3714,4.89,4.89163,57.15,2.83,10875,112910
349,4.06,30.63,5.8,231.1,3.3463962581,1.8497282069,3,-10.1116,-10.5157,0.4041,1,-8.0908,-7.7248,-0.366,2.71,4.89163,44.17,3.88,3275,75745
350,0.1,0.1,4.2,27.6,0.1320032435,0.3677233212,0,-13.8155,-12.8207,-0.9949,0,-13.8155,-12.6842,-1.1313,0.27,1.60244,0.31,7.38,95,16480
351,0.1,0.1,5.1,32.1,0.0326171158,0.4749867493,0,-13.8155,-11.4174,-2.3981,0,-13.8155,-10.4435,-3.372,1.1,3.7589,2.91,7.3,20,15115
352,3.1,42.86,7.8,610.3,8.4164071345,0.5759498621,8,-10.3805,-10.2311,-0.1494,12,-7.7549,-7.9315,0.1767,3.6,5.57742,35.92,1.84,28060,266385
353,0.1,0.1,6.1,39.3,2.9364432605,0.3643161881,0,-13.8155,-11.4095,-2.406,0,-13.8155,-12.098,-1.7175,1.11,1.87691,0.56,5.72,1735,46155
354,6.26,0.1,6.3,97.2,2.0158049826,0.606338478,4,-9.6793,-10.426,0.7468,0,-13.8155,-13.3517,-0.4638,2.97,4.00573,0.16,4.71,1605,64970
355,2.91,0.1,4.8,158.5,0.2850097672,0.9835810585,2,-10.4449,-11.1256,0.6807,0,-13.8155,-12.9739,-0.8416,1.47,2.12575,0.23,3.21,710,71185
356,4.6,0.1,5.1,76.5,0.7211958507,4.1595844387,2,-9.9877,-10.7508,0.7631,0,-13.8155,-11.4295,-2.386,2.14,3.1125,1.09,5.67,665,44480
357,12.35,0.1,5.9,12.5,0.1114882854,0.4376331203,2,-8.9989,-11.1494,2.1505,0,-13.8155,-11.0095,-2.806,1.44,1.43839,1.65,7.71,80,16320
358,0.1,0.1,6.6,50.2,2.6341860383,0.4635035205,0,-13.8155,-10.8422,-2.9734,0,-13.8155,-12.5569,-1.2586,1.96,3.75777,0.35,6.74,635,16850
359,0.1,0.1,6.9,19,0.388018004,0.439014656,0,-13.8155,-12.2421,-1.5735,0,-13.8155,-12.2046,-1.6109,0.48,1.22241,0.5,7.43,365,27795
360,10.25,0.1,7.8,116.6,4.9905066246,0.4482118216,3,-9.1861,-9.798,0.6119,0,-13.8155,-12.6696,-1.1459,5.56,5.57742,0.31,3.5,2080,29570
361,0.1,0.1,5.9,70.1,0.9310245175,3.8248549179,0,-13.8155,-11.0414,-2.7741,0,-13.8155,-10.8668,-2.9487,1.6,1.87691,1.91,4.39,555,41320
362,0.1,512.92,5.2,141.2,0.5754489356,0.523135396,0,-13.8155,-10.74,-3.0755,1,-5.2728,-10.3845,5.1117,2.17,5.44461,3.09,3.57,195,32650
363,0.1,0.1,5.5,44.6,1.1844782022,0.4106698101,0,-13.8155,-11.6866,-2.1289,0,-13.8155,-13.1904,-0.6251,0.84,3.75777,0.19,6.6,850,17090
364,9.21,0.1,7.2,142.6,3.4478682614,0.9182987463,4,-9.2925,-9.6685,0.376,0,-13.8155,-10.0252,-3.7903,6.32,6.32447,4.43,3.85,1615,43900
365,10.97,0.1,8.1,200,4.3110105914,0.6582818476,4,-9.1182,-9.649,0.5308,0,-13.8155,-10.015,-3.8005,6.45,6.14062,4.47,2,1835,36815
366,5.34,46.5,7.3,289.9,6.3367288268,4.4071331108,8,-9.8369,-9.7452,-0.0917,6,-7.6734,-8.2474,0.574,5.86,5.85752,26.19,1.67,12930,152545
367,10.26,0.1,6.1,37.6,1.7586936264,1.1803511471,2,-9.1844,-10.9881,1.8037,0,-13.8155,-11.0263,-2.7892,1.69,1.87691,1.63,6.08,570,19680
368,2.17,0.1,6.2,116.1,1.5492809593,0.5294503634,2,-10.7385,-10.5331,-0.2053,0,-13.8155,-13.4759,-0.3397,2.66,4.00573,0.14,2.98,4970,96645
369,7,0.1,6.7,193.5,5.9132477943,0.6668816659,4,-9.5673,-10.1252,0.5579,0,-13.8155,-10.5561,-3.2595,4.01,4.00573,2.6,3.27,6955,57985
370,0.1,0.1,4.5,63.1,0.1681405914,0.4098426915,0,-13.8155,-12.0458,-1.7697,0,-13.8155,-12.0251,-1.7904,0.59,0.86921,0.6,2.64,250,45015
371,0.1,0.1,5.7,26.2,0.0567563733,0.3846820855,0,-13.8155,-11.0743,-2.7412,0,-13.8155,-11.2043,-2.6112,1.55,2.39918,1.36,7.6,75,18580
372,0.1,0.1,6.5,79.4,2.0353372784,0.3345374808,0,-13.8155,-11.3621,-2.4534,0,-13.8155,-12.7456,-1.0699,1.16,4.36416,0.29,6,570,25380
373,12.97,127.49,6.2,321.3,4.9059832205,10.572748013,22,-8.95,-9.6074,0.6574,16,-6.6649,-7.1995,0.5346,6.72,6.72294,74.7,0.27,12560,170890
374,0.1,0.1,5.5,32.5,0.1486682548,0.4155546401,0,-13.8155,-10.8926,-2.9229,0,-13.8155,-10.9941,-2.8214,1.86,1.43839,1.68,7,100,17980
375,7.34,60.38,7.1,131,4.3585301918,2.4723682799,8,-9.5195,-9.8893,0.3698,5,-7.4123,-7.8617,0.4494,5.07,5.27525,38.52,3.22,8295,110490
376,4.37,0.1,5.5,175.3,1.7060471987,0.3707538904,2,-10.0393,-10.4479,0.4086,0,-13.8155,-13.0293,-0.7862,2.9,3.1125,0.22,3.3,1060,46895
377,4.34,48.76,7.1,73.7,2.3636976489,0.2106682397,3,-10.0451,-10.1225,0.0774,1,-7.626,-8.321,0.695,4.02,4.01656,24.34,5.65,2055,70760
378,2.45,38.12,7.2,145.2,7.4283777434,1.4120311525,1,-10.6152,-10.4153,-0.1999,2,-7.8721,-9.1166,1.2445,3,5.02601,10.98,4.35,5260,42480
379,0.1,0.1,5.5,29.6,0.0594530321,0.406262386,0,-13.8155,-11.427,-2.3885,0,-13.8155,-10.6418,-3.1737,1.09,1.22241,2.39,6,40,17280
380,5.38,0.1,6.8,245.2,1.4774106897,0.4105547768,3,-9.8304,-11.0244,1.1941,0,-13.8155,-11.2853,-2.5302,1.63,5.57742,1.26,2.36,1075,56825
381,5.26,120.99,8.1,151.7,7.6252828708,1.5555878069,3,-9.852,-9.8499,-0.0021,7,-6.7172,-7.1126,0.3955,5.28,4.89163,81.48,3.08,5790,58090
382,8.57,140.26,8.2,527.5,7.3485810399,4.6006958759,8,-9.3648,-10.0244,0.6596,13,-6.5694,-7.0106,0.4412,4.43,9.55367,90.23,2.15,9275,94460
383,0.1,0.1,5.2,25.9,0.2278086407,0.4196474961,0,-13.8155,-10.4477,-3.3678,0,-13.8155,-10.5031,-3.3124,2.9,3.75777,2.75,6.34,30,6865
384,0.1,0.1,7,34.4,3.0263586072,0.5067174934,0,-13.8155,-10.1888,-3.6267,0,-13.8155,-13.254,-0.5615,3.76,3.7589,0.18,7.61,2015,13540
385,5.56,0.1,7.7,135.8,4.0126927255,0.4087972404,2,-9.7972,-10.0911,0.2939,0,-13.8155,-13.1436,-0.6719,4.14,6.14062,0.2,5.7,1915,36625
386,2.32,0.1,5.9,118.8,1.3890108487,2.6207601242,1,-10.6719,-10.0692,-0.6027,0,-13.8155,-11.9993,-1.8162,4.24,4.23645,0.61,4.48,1060,45070
387,1.77,0.1,5.6,137.5,0.4713446279,2.0289530266,1,-10.9438,-11.6502,0.7064,0,-13.8155,-12.6663,-1.1492,0.87,1.22241,0.32,4,710,60000
388,1.67,85.21,6.2,152.7,1.479180534,0.4027922377,1,-11.002,-10.7932,-0.2088,1,-7.0678,-9.4691,2.4012,2.05,4.00573,7.72,1.62,1175,63820
389,3.83,35.19,6.6,118.8,4.161220789,1.5560953912,2,-10.1713,-9.5573,-0.614,1,-7.9522,-9.2915,1.3393,7.07,6.32447,9.22,5.22,2850,53685
390,5.32,53.1,6.3,314.1,4.3513282277,0.6168485633,4,-9.8419,-9.6875,-0.1544,3,-7.5407,-8.4303,0.8896,6.21,6.20543,21.82,1.64,5660,76660
391,0.1,0.1,5.1,28.2,1.0527161684,1.3312975463,0,-13.8155,-11.4368,-2.3787,0,-13.8155,-12.8348,-0.9808,1.08,1.22241,0.27,7.84,265,10230
392,0.1,0.1,5.4,34.7,0.6520912928,0.4500630088,0,-13.8155,-10.8083,-3.0072,0,-13.8155,-12.7886,-1.0269,2.02,2.39918,0.28,7.49,490,13675
394,0.1,0.1,4.4,89,0.0628140704,0.5025125628,0,-13.8155,-11.6063,-2.2092,0,-13.8155,-10.3686,-3.4469,0.91,5.44461,3.14,7,5,12465
395,0.1,0.1,3.6,30,0.0815465055,0.2254521034,0,-13.8155,-13.0206,-0.7949,0,-13.8155,-12.1067,-1.7088,0.22,0.86921,0.55,7,85,9820
396,0.1,174.01,5.5,104,0.5083057154,0.6546977614,0,-13.8155,-12.5914,-1.2241,3,-6.3538,-10.1769,3.8231,0.34,0.65072,3.8,4,230,24240
398,0.1,0.1,5.9,97,1.9640746868,0.1630820137,0,-13.8155,-11.6404,-2.1751,0,-13.8155,-12.5047,-1.3108,0.88,4.23645,0.37,6,420,14505
399,0.1,0.1,5.8,17,0.2833373523,0.6088738847,0,-13.8155,-11.0312,-2.7843,0,-13.8155,-11.0736,-2.7419,1.62,1.61887,1.55,6,125,5210
400,3.17,0.1,5.5,80,0.2573080368,0.7328393453,1,-10.3588,-11.6531,1.2943,0,-13.8155,-11.6835,-2.1321,0.87,1.22241,0.84,4,165,32560
401,0.1,0.1,4.4,97,0.0838860199,0.5583663198,0,-13.8155,-11.3906,-2.4249,0,-13.8155,-10.75,-3.0655,1.13,5.02601,2.14,1,30,11335
402,7.33,0.1,5.4,71,0.5546521083,0.4384945987,1,-9.5216,-10.2847,0.7631,0,-13.8155,-11.8421,-1.9735,3.42,5.02601,0.72,6,245,13840
403,14.26,314.14,13.3,448.4,37.808850575,4.3269323487,33,-8.8554,-8.6616,-0.1937,564,-5.7631,-5.9163,0.1531,17.31,17.31071,269.52,0.08,179600,233030
404,13.51,88.05,8.9,34.5,21.142133485,1.4502206673,8,-8.9095,-8.5027,-0.4068,18,-7.035,-6.7661,-0.2689,20.29,13.98836,115.22,4.8,20465,59660
405,16.65,40.79,6.4,19,3.8690507773,14.499566686,15,-8.7006,-8.6907,-0.0099,2,-7.8044,-7.2395,-0.565,16.81,16.81423,71.77,4.26,4915,90645
406,9.71,78.23,6.9,27.1,6.6229281325,26.54553143,13,-9.2401,-8.7204,-0.5197,8,-7.1533,-7.2117,0.0584,16.32,14.74679,73.79,4.04,10240,135320
407,0.1,0.1,4.2,41.7,0.0023155116,0.5904554611,0,-13.8155,-9.9286,-3.8869,0,-13.8155,-8.6343,-5.1812,4.88,7.82658,17.79,7.56,0,10615
408,39.55,157.78,8.7,516.8,18.402288825,20.829937446,383,-7.8354,-7.9923,0.157,420,-6.4517,-6.4232,-0.0285,33.81,33.80557,162.35,0.16,266345,970850
409,8.94,61.22,10.3,52.5,25.725705904,0.6417308398,4,-9.3225,-9.7812,0.4587,10,-7.3984,-8.0232,0.6248,5.65,8.32385,32.78,6.23,16360,45255
410,50.82,133.53,9.4,118.4,6.4783962108,48.090969467,263,-7.5847,-7.7368,0.1521,54,-6.6186,-6.6621,0.0435,43.65,43.6466,127.85,0.66,40470,518555
411,12.57,96.06,11.7,92.3,42.854581709,0.4754913776,12,-8.9813,-9.3334,0.3521,92,-6.948,-6.8724,-0.0756,8.84,8.32385,103.6,2.85,95880,96200
412,10.06,47.54,11.2,35.9,37.077232462,0.334059067,4,-9.2047,-9.3938,0.1891,14,-7.6513,-7.3309,-0.3204,8.32,8.32385,65.5,6.46,29510,40175
413,5.92,95.25,8.5,88.6,22.624679618,3.741394367,6,-9.7354,-8.9341,-0.8013,35,-6.9564,-6.8319,-0.1246,13.18,13.18165,107.88,2.64,36785,103175
414,17.04,122.39,7.5,178.6,7.4813214291,1.9909471122,33,-8.6772,-8.7732,0.096,29,-6.7057,-6.7068,0.0011,15.48,15.48273,122.26,2.45,23715,194765
415,20.2,27.07,9.8,66.8,3.6768505064,69.488444734,51,-8.5071,-8.6777,0.1706,4,-8.2144,-8.511,0.2966,17.03,17.03424,20.12,2.06,14830,253690
416,6.91,156.64,11.6,83.2,34.578165723,1.4462221353,7,-9.5805,-8.3951,-1.1854,102,-6.459,-6.4752,0.0162,22.6,13.98836,154.12,2.89,65160,102845
417,13.94,112.26,8.6,201,12.177641917,3.5275288335,30,-8.8779,-8.8096,-0.0683,48,-6.7921,-6.7606,-0.0315,14.93,14.9293,115.85,2.15,42795,216695
418,13.22,31.36,8.6,64,22.106724225,0.4396397278,6,-8.9315,-9.4135,0.482,5,-8.0674,-7.6709,-0.3965,8.16,6.08925,46.62,6.2,15995,45745
419,6.76,112.24,10.2,178.1,31.971777536,1.364704656,11,-9.6026,-9.4029,-0.1997,100,-6.7923,-6.9092,0.1169,8.25,10.04953,99.86,2.6,89175,165275
420,17.19,63.74,6.6,26.4,6.4245466269,7.3470785597,11,-8.6684,-8.5319,-0.1365,4,-7.3581,-6.5082,-0.8499,19.71,19.70802,149.12,4.14,6285,64350
421,11.8,0.1,6.6,46.6,2.9806367394,0.9627239104,10,-9.0451,-8.8295,-0.2155,0,-13.8155,-10.2775,-3.538,14.64,13.98836,3.44,4.09,4040,85490
422,14.93,80.1,15.8,35.3,61.929748104,0.5543449839,1,-8.8098,-9.4037,0.5939,13,-7.1296,-7.3289,0.1993,8.24,8.24186,65.63,7.9,16250,6745
423,7.54,119.57,11.2,84.7,31.019114278,1.0211020788,2,-9.4928,-8.906,-0.5868,15,-6.729,-6.6455,-0.0835,13.56,13.5573,129.99,4.41,12555,26885
424,4.85,56.56,9.2,117.4,23.155880034,1.3340331197,5,-9.9336,-9.1672,-0.7664,21,-7.4776,-7.4019,-0.0757,10.44,13.18165,61.01,2.88,37195,105225
425,12.24,56.4,8.1,164.4,9.5192935213,18.815597536,37,-9.0084,-9.078,0.0696,21,-7.4805,-7.3055,-0.175,11.41,12.77417,67.18,2.25,37300,304840
426,22.49,0.1,6.6,10.1,3.1020173384,27.548379145,12,-8.3999,-8.7379,0.3379,0,-13.8155,-10.9814,-2.8341,16.04,14.74679,1.7,4.3,2465,53600
427,14.71,0.1,8.7,183.2,0.2417093687,86.412632085,28,-8.8245,-8.3681,-0.4563,0,-13.8155,-11.5467,-2.2688,23.22,23.21562,0.97,2.38,515,191660
428,13.32,38.16,6,23.1,4.8139255066,12.878125315,9,-8.9237,-9.045,0.1213,2,-7.8712,-7.373,-0.4982,11.8,11.79795,62.8,4.36,5255,68080
429,6.48,59.1,5.5,15.8,2.7755692085,1.8395374051,2,-9.6443,-10.6639,1.0197,1,-7.4337,-10.791,3.3573,2.34,2.33737,2.06,4.76,1695,31350
430,12.19,0.1,6.3,108,2.4790513163,2.3755276947,11,-9.0125,-9.2162,0.2037,0,-13.8155,-10.1798,-3.6357,9.94,9.94158,3.79,2.71,4290,91005
431,0.1,76.01,13.1,43,49.336940304,0.5675400555,0,-13.8155,-9.4698,-4.3457,13,-7.182,-6.9349,-0.2471,7.71,6.4162,97.32,5.16,17125,11710
432,11.12,171.35,8.2,100.8,18.451440253,0.8824481445,18,-9.104,-8.7608,-0.3433,78,-6.3692,-6.2523,-0.1169,15.68,15.67592,192.6,2.56,45545,163315
433,13.08,24.46,6.9,28.5,7.1236363406,29.241669252,6,-8.9418,-9.0067,0.0649,1,-8.3159,-7.8752,-0.4407,12.26,13.18165,38.01,4.66,4105,46225
434,25.66,201.67,7.3,473.4,10.526466012,10.844163543,111,-8.2678,-8.4733,0.2055,123,-6.2063,-6.3228,0.1165,20.9,20.89741,179.49,0.17,61020,434185
435,16.51,60.66,13.3,28.1,48.731899847,0.3934409901,2,-8.7087,-10.5969,1.8882,9,-7.4076,-7.5844,0.1768,2.5,6.4162,50.83,7.6,14860,12185
436,17.9,69.47,6.9,45.4,5.5995433901,2.1786121973,9,-8.6282,-8.5813,-0.0469,3,-7.2721,-7.0336,-0.2385,18.76,18.7581,88.18,4.35,4325,50565
437,21.27,62.6,8.6,57,3.2019139945,53.99473523,36,-8.4557,-8.3745,-0.0812,4,-7.3762,-7.7728,0.3966,23.07,23.06752,42.1,2.76,6400,170070
438,4.84,103.2,8,26.1,14.916161938,1.2381255977,1,-9.9352,-8.8747,-1.0606,5,-6.8763,-7.3275,0.4512,13.99,13.98836,65.72,5.76,4850,21080
439,0.1,39.7,9.7,35.7,35.840797289,0.5811791455,0,-13.8155,-9.8864,-3.9291,8,-7.8317,-7.3795,-0.4522,5.09,7.71468,62.39,5.11,20205,29805
440,0.1,0.1,6.2,10.9,1.5985016769,3.1795809922,0,-13.8155,-10.6593,-3.1562,0,-13.8155,-9.1706,-4.6449,2.35,2.34814,10.41,7.36,135,6470
441,10.68,64.19,6.7,88.9,14.42440904,4.8442145063,8,-9.1449,-8.7146,-0.4303,12,-7.3511,-7.0073,-0.3439,16.42,16.41713,90.52,3.31,18725,75640
442,3.97,0.1,5.7,39.6,2.3710757047,0.793501147,1,-10.1332,-9.6685,-0.4647,0,-13.8155,-10.8921,-2.9234,6.32,7.82658,1.86,5.56,1185,25815
443,9.72,66.1,11.5,65,32.953846525,0.7026937935,6,-9.239,-8.8461,-0.3929,24,-7.3218,-7.0395,-0.2823,14.39,7.71468,87.66,4.64,36365,62385
444,25.55,187.72,7.1,27.5,4.2766117174,36.177169482,14,-8.2724,-8.5036,0.2312,5,-6.278,-6.8751,0.5971,20.27,14.74679,103.32,3.88,2665,55015
445,15.77,145.78,7.4,58.8,6.8689595594,1.1473462556,7,-8.7547,-8.7174,-0.0373,7,-6.5308,-7.0275,0.4967,16.37,13.98836,88.71,4.32,4805,44665
446,6.58,60.7,5.1,85,0.6708008109,1.2538109148,6,-9.6296,-9.4554,-0.1742,1,-7.4069,-7.6176,0.2107,7.83,7.82658,49.17,3.57,1650,92655
447,7.66,83.15,8.1,34.9,18.156868563,3.8019751621,3,-9.4773,-8.3371,-1.1402,6,-7.0923,-7.3059,0.2136,23.95,13.84779,67.16,6.21,7225,39700
448,4.87,16.37,6.7,42.1,9.9066793398,0.8316771796,2,-9.9296,-9.0525,-0.8771,1,-8.7173,-7.424,-1.2932,11.71,11.70979,59.68,5.48,6145,41920
449,7.13,40.06,7.1,52.9,17.535428673,7.7970699613,4,-9.5482,-8.8848,-0.6634,6,-7.8225,-7.3039,-0.5187,13.85,13.84779,67.29,5.02,15015,56875
450,13.43,87.56,9.5,47.8,24.966480781,1.2844052367,8,-8.9155,-9.2054,0.2899,21,-7.0406,-7.583,0.5425,10.05,10.04953,50.9,4.57,24010,60020
451,7.77,0.1,5.9,35.3,3.903143163,1.7704190884,2,-9.463,-10.2335,0.7705,0,-13.8155,-10.52,-3.2955,3.59,4.68809,2.7,4.9,2015,26085
452,13.46,36.54,6.6,84.9,18.118505114,12.013311946,17,-8.9133,-8.9655,0.0522,15,-7.9146,-8.4962,0.5816,12.77,12.77417,20.42,2.5,41165,127260
453,38.23,236.92,8.7,469.1,17.080775618,14.488378504,265,-7.8693,-8.1291,0.2598,413,-6.0452,-6.1308,0.0856,29.48,29.48334,217.48,0.18,174390,694960
454,10.98,63.55,7.5,81.2,18.142591346,3.3693242548,6,-9.117,-8.6834,-0.4336,9,-7.3611,-6.784,-0.5771,16.94,13.98836,113.17,3.98,14185,55155
455,18.32,92.3,9,41,30.300546448,0.2855631941,5,-8.6048,-9.2023,0.5975,14,-6.9879,-6.9566,-0.0313,10.08,10.0767,95.23,6.34,15185,27440
456,7.3,27.97,9.2,149.9,18.133012628,1.7751052315,5,-9.5245,-9.4638,-0.0607,5,-8.1818,-7.6068,-0.575,7.76,10.0767,49.71,2.21,17940,69405
457,12.91,0.1,5.9,41.8,5.4409319794,0.6805650245,4,-8.9546,-9.125,0.1704,0,-13.8155,-10.304,-3.5115,10.89,11.70979,3.35,4.81,2220,31215
458,45.01,119.14,6,8.8,7.9872060546,13.244436436,3,-7.706,-9.2329,1.5268,1,-6.7326,-10.2757,3.5431,9.78,9.77693,3.45,6.48,840,6680
459,7.62,12.42,9.3,35.3,28.143345755,0.6227985094,2,-9.4816,-9.7064,0.2249,1,-8.994,-7.7972,-1.1968,6.09,6.08925,41.09,7.51,8120,26580
460,21.8,0.1,5.2,9,2.9747622214,7.8488624209,2,-8.4308,-9.2086,0.7778,0,-13.8155,-10.6355,-3.1801,10.02,10.01742,2.4,7.61,460,9215
461,21.3,47.02,11.3,50,40.243868796,0.5600154487,5,-8.4544,-9.2368,0.7823,9,-7.6623,-7.5815,-0.0807,9.74,8.32385,50.98,6.43,19180,23590
